sku;attribute_set_code;product_type;product_websites;name;meta_title;meta_description;description;short_description;categories;image;small_image;thumbnail;ed_brand;ed_type;ed_model;ed_essentials;price;length;width;height;diameter;weight;qty;min_sale_qty;ed_fmat;ed_fheig;ed_color;discount_percentage;config_size
1048245;Default;Simple;base;Mia pan coaster black - d15cm;Mia pan coaster black - d15cm;Mia pan coaster black - d15cm;Mia pan coaster black - d15cm;Mia pan coaster black - d15cm;Shop/Home accessories/Tableware/Tableware accessoires;/104824501.jpg;/104824501.jpg;/104824501.jpg;Mica Decorations;to be determined;Mia;No;0;NULL;NULL;1;15;0;0;12;cork;<10 cm;black;0;H1.D15.
1044114;Default;Simple;base;Dallas hanging lamp - h23xd15,5cm;Dallas hanging lamp - h23xd15,5cm;Dallas hanging lamp - h23xd15,5cm;Dallas hanging lamp - h23xd15,5cm;Dallas hanging lamp - h23xd15,5cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/104411401.jpg;/104411401.jpg;/104411401.jpg;Mica Decorations;Hanging lamp;Dallas;No;0;NULL;NULL;23;15.5;0;0;2;porcelain;20 - 25 cm;white;0;H23.D15.5.
1011097;Default;Simple;base;Colin pot round grey basalt pdq - h22xd24cm;Colin pot round grey basalt pdq - h22xd24cm;Colin pot round grey basalt pdq - h22xd24cm;Colin pot round grey basalt pdq - h22xd24cm;Colin pot round grey basalt pdq - h22xd24cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/101109701.jpg;/101109701.jpg;/101109701.jpg;Mica Decorations;to be determined;Colin;No;0;NULL;NULL;22;24;0;0;70;terracotta;20 - 25 cm;grey;0;H22.D24.
1039495;Default;Simple;base;Bonaparte basket hanging black - h100xd18cm;Bonaparte basket hanging black - h100xd18cm;Bonaparte basket hanging black - h100xd18cm;Bonaparte basket hanging black - h100xd18cm;Bonaparte basket hanging black - h100xd18cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/103949501.jpg;/103949501.jpg;/103949501.jpg;Mica Decorations;to be determined;Bonaparte;No;0;NULL;NULL;100;18;0;120;24;jute;90 - 130 cm;black;0;H100.D18.
1041313;Default;Simple;base;Resa pot hanging green - h8,5xd10cm;Resa pot hanging green - h8,5xd10cm;Resa pot hanging green - h8,5xd10cm;Resa pot hanging green - h8,5xd10cm;Resa pot hanging green - h8,5xd10cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/104131301.jpg;/104131301.jpg;/104131301.jpg;Mica Decorations;hanging pot;Resa;No;0;NULL;NULL;8.5;10;0;72;12;ceramic;<10 cm;green;0;H8.5.D10.
1041765;Default;Simple;base;Stan pot round terra pdq - h19xd22cm;Stan pot round terra pdq - h19xd22cm;Stan pot round terra pdq - h19xd22cm;Stan pot round terra pdq - h19xd22cm;Stan pot round terra pdq - h19xd22cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104176501.jpg;/104176501.jpg;/104176501.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;19;22;0;384;128;terracotta;15 - 20 cm;terra;0;H19.D22.
1041785;Default;Simple;base;Stan pot round grey basalt pdq - h19xd22cm;Stan pot round grey basalt pdq - h19xd22cm;Stan pot round grey basalt pdq - h19xd22cm;Stan pot round grey basalt pdq - h19xd22cm;Stan pot round grey basalt pdq - h19xd22cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104178501.jpg;/104178501.jpg;/104178501.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;19;22;0;0;128;terracotta;15 - 20 cm;grey;0;H19.D22.
1036814;Default;Simple;base;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/103681401.jpg;/103681401.jpg;/103681401.jpg;Mica Decorations;pot;Tusca;No;0;NULL;NULL;17;22.5;0;0;4;ceramic;15 - 20 cm;taupe;0;H17.D22.5.
1038018;Default;Simple;base;Storagepot silver - h9xd8,5cm;Storagepot silver - h9xd8,5cm;Storagepot silver - h9xd8,5cm;Storagepot silver - h9xd8,5cm;Storagepot silver - h9xd8,5cm;Shop/Home accessories/Organization/Storageboxes;/103801801.jpg;/103801801.jpg;/103801801.jpg;Mica Decorations;to be determined;Home deco;No;0;NULL;NULL;9;8.5;0;60;12;glass;<10 cm;silver;0;H9.D8.5.
1034747;Default;Simple;base;Kari pot hanging green - h18xd19cm;Kari pot hanging green - h18xd19cm;Kari pot hanging green - h18xd19cm;Kari pot hanging green - h18xd19cm;Kari pot hanging green - h18xd19cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/103474701.jpg;/103474701.jpg;/103474701.jpg;Mica Decorations;pot;Kari;Yes;0;NULL;NULL;18;19;0;0;4;terracotta;15 - 20 cm;green;0;H18.D19.
1035056;Default;Simple;base;Donar hanging lamp black - h60xd30cm;Donar hanging lamp black - h60xd30cm;Donar hanging lamp black - h60xd30cm;Donar hanging lamp black - h60xd30cm;Donar hanging lamp black - h60xd30cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/103505601.jpg;/103505601.jpg;/103505601.jpg;Mica Decorations;Hanging lamp;Donar;No;0;NULL;NULL;60;30;0;0;2;iron wire;60 - 90 cm;black;0;H60.D30.
1006994;Default;Simple;base;Nikki hurricane light transparent - h25xd19cm;Nikki hurricane light transparent - h25xd19cm;Nikki hurricane light transparent - h25xd19cm;Nikki hurricane light transparent - h25xd19cm;Nikki hurricane light transparent - h25xd19cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/100699401.jpg;/100699401.jpg;/100699401.jpg;Mica Decorations;hurricane light;Nikki;Yes;0;NULL;NULL;25;19;0;3280;12;glass;25 - 35 cm;transparent;0;H25.D19.
1027734;Default;Simple;base;Coaster l. purple 3 assorted - h1,3xd10cm;Coaster l. purple 3 assorted - h1,3xd10cm;Coaster l. purple 3 assorted - h1,3xd10cm;Coaster l. purple 3 assorted - h1,3xd10cm;Coaster l. purple 3 assorted - h1,3xd10cm;Shop/Home accessories/Tableware/Tableware accessoires;/102773401.jpg;/102773401.jpg;/102773401.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;1.3;10;0;0;27;ceramic;<10 cm;l.purple;0;H1.3.D10.
1024922;Default;Simple;base;Arlington hurricane light grey - h22xd19cm;Arlington hurricane light grey - h22xd19cm;Arlington hurricane light grey - h22xd19cm;Arlington hurricane light grey - h22xd19cm;Arlington hurricane light grey - h22xd19cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/102492201.jpg;/102492201.jpg;/102492201.jpg;Mica Decorations;to be determined;Arlington;No;0;NULL;NULL;22;19;0;0;6;glass;20 - 25 cm;grey;0;H22.D19.
1005962;Default;Simple;base;Romero hurricane light grey - h20xd13cm;Romero hurricane light grey - h20xd13cm;Romero hurricane light grey - h20xd13cm;Romero hurricane light grey - h20xd13cm;Romero hurricane light grey - h20xd13cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/100596201.jpg;/100596201.jpg;/100596201.jpg;Mica Decorations;hurricane light;Romero;No;0;NULL;NULL;20;13;0;0;8;ceramic;20 - 25 cm;grey;0;H20.D13.
1019013;Default;Simple;base;Era pot round 4 assorted pdq - h7xd7cm;Era pot round 4 assorted pdq - h7xd7cm;Era pot round 4 assorted pdq - h7xd7cm;Era pot round 4 assorted pdq - h7xd7cm;Era pot round 4 assorted pdq - h7xd7cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/101901301.jpg;/101901301.jpg;/101901301.jpg;Mica Decorations;pot;Era;Yes;0;NULL;NULL;7;7;0;0;42;ceramic;<10 cm;white;0;H7.D7.
1004127;Default;Simple;base;Clide hanging lamp brown - h25xd40cm;Clide hanging lamp brown - h25xd40cm;Clide hanging lamp brown - h25xd40cm;Clide hanging lamp brown - h25xd40cm;Clide hanging lamp brown - h25xd40cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/100412701.jpg;/100412701.jpg;/100412701.jpg;Mica Decorations;to be determined;Clide;No;0;NULL;NULL;25;40;0;0;4;paper;25 - 35 cm;brown;0;H25.D40.
1008488;Default;Simple;base;Saskia waxholder transparent - h30,5xd14,5cm;Saskia waxholder transparent - h30,5xd14,5cm;Saskia waxholder transparent - h30,5xd14,5cm;Saskia waxholder transparent - h30,5xd14,5cm;Saskia waxholder transparent - h30,5xd14,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/100848801.jpg;/100848801.jpg;/100848801.jpg;Mica Decorations;to be determined;Saskia;No;0;NULL;NULL;30.5;14.5;0;252;4;glass;25 - 35 cm;transparent;0;H30.5.D14.5.
1021295;Default;Simple;base;Cannes pot round l. grey d. grey l. brown 3 assorted PDQ - h;Cannes pot round l. grey d. grey l. brown 3 assorted PDQ - h;Cannes pot round l. grey d. grey l. brown 3 assorted PDQ - h;Cannes pot round l. grey d. grey l. brown 3 assorted PDQ - h13xd14cm;Cannes pot round l. grey d. grey l. brown 3 assorted PDQ - h13xd14cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/102129501.jpg;/102129501.jpg;/102129501.jpg;Mica Decorations;pot;Cannes;No;0;NULL;NULL;13;14;0;0;140;ceramic;12,5 - 15 cm;l.brown;0;H13.D14.
1003718;Default;Simple;base;Devon hurricane light transparent - h10xd9cm;Devon hurricane light transparent - h10xd9cm;Devon hurricane light transparent - h10xd9cm;Devon hurricane light transparent - h10xd9cm;Devon hurricane light transparent - h10xd9cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/100371801.jpg;/100371801.jpg;/100371801.jpg;Mica Decorations;to be determined;Devon;Yes;0;NULL;NULL;10;9;0;1288;12;glass;10 - 12,5 cm;transparent;0;H10.D9.
1003742;Default;Simple;base;Carice ball hanging glass incl.rope transp. - h140xd33,5cm;Carice ball hanging glass incl.rope transp. - h140xd33,5cm;Carice ball hanging glass incl.rope transp. - h140xd33,5cm;Carice ball hanging glass incl.rope transp. - h140xd33,5cm;Carice ball hanging glass incl.rope transp. - h140xd33,5cm;Shop/Pottery & glassware/Glassware/Glassware others;/100374201.jpg;/100374201.jpg;/100374201.jpg;Mica Decorations;to be determined;Carice;Yes;0;NULL;NULL;140;33.5;0;92;2;glass;130 - 170 cm;transparent;0;H140.D33.5.
1004613;Default;Simple;base;Deco glass hanging transparent - h15xd13cm;Deco glass hanging transparent - h15xd13cm;Deco glass hanging transparent - h15xd13cm;Deco glass hanging transparent - h15xd13cm;Deco glass hanging transparent - h15xd13cm;Shop/Pottery & glassware/Glassware/Glassware others;/100461301.jpg;/100461301.jpg;/100461301.jpg;Mica Decorations;to be determined;Deco glass;No;0;NULL;NULL;15;13;0;0;24;glass;15 - 20 cm;transparent;0;H15.D13.
1004618;Default;Simple;base;Cover transparent with coaster - h23xd13cm;Cover transparent with coaster - h23xd13cm;Cover transparent with coaster - h23xd13cm;Cover transparent with coaster - h23xd13cm;Cover transparent with coaster - h23xd13cm;Shop/Pottery & glassware/Glassware/Glass bell jars;/100461801.jpg;/100461801.jpg;/100461801.jpg;Mica Decorations;to be determined;Home deco;Yes;0;NULL;NULL;23;13;0;0;12;glass;20 - 25 cm;transparent;0;H23.D13.
1027324;Default;Simple;base;Olly vase transparent - h25xd21cm;Olly vase transparent - h25xd21cm;Olly vase transparent - h25xd21cm;Olly vase transparent - h25xd21cm;Olly vase transparent - h25xd21cm;Shop/Pottery & glassware/Glassware/Glassware others;/102732401.jpg;/102732401.jpg;/102732401.jpg;Mica Decorations;vase;Olly;Yes;0;NULL;NULL;25;21;0;599;4;glass;25 - 35 cm;transparent;0;H25.D21.
1027790;Default;Simple;base;Tusca pot round white pink marsala 4 ass PDQ - h17xd13,5;Tusca pot round white pink marsala 4 ass PDQ - h17xd13,5;Tusca pot round white pink marsala 4 ass PDQ - h17xd13,5;Tusca pot round white pink brown 4 assorted PDQ - h17xd13,5cm;Tusca pot round white pink brown 4 assorted PDQ - h17xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/102779001.jpg;/102779001.jpg;/102779001.jpg;Mica Decorations;pdq;Tusca;Yes;0;NULL;NULL;17;13.5;0;11620;140;ceramic;15 - 20 cm;white;0;H17.D13.5.
1039746;Default;Simple;base;Fonda hanging lamp l. brown - h30xd30cm;Fonda hanging lamp l. brown - h30xd30cm;Fonda hanging lamp l. brown - h30xd30cm;Fonda hanging lamp l. brown - h30xd30cm;Fonda hanging lamp l. brown - h30xd30cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/103974601.jpg;/103974601.jpg;/103974601.jpg;Mica Decorations;to be determined;Fonda;No;0;NULL;NULL;30;30;0;0;3;seagrass;25 - 35 cm;l.brown;0;H30.D30.
1047228;Default;Simple;base;Rens orchid pot round 4 assorted pdq - h12xd10,5cm;Rens orchid pot round 4 assorted pdq - h12xd10,5cm;Rens orchid pot round 4 assorted pdq - h12xd10,5cm;Rens orchid pot round 4 assorted pdq - h12xd10,5cm;Rens orchid pot round 4 assorted pdq - h12xd10,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104722801.jpg;/104722801.jpg;/104722801.jpg;Mica Decorations;pot;Rens;No;0;NULL;NULL;12;10.5;0;0;315;ceramic;10 - 12,5 cm;brown;0;H12.D10.5.
1047244;Default;Simple;base;Ludo pot round 5 assorted pdq - h13xd13cm;Ludo pot round 5 assorted pdq - h13xd13cm;Ludo pot round 5 assorted pdq - h13xd13cm;Ludo pot round 5 assorted pdq - h13xd13cm;Ludo pot round 5 assorted pdq - h13xd13cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104724401.jpg;/104724401.jpg;/104724401.jpg;Mica Decorations;pot;Ludo;No;0;NULL;NULL;13;13;0;0;1296;ceramic;12,5 - 15 cm;brown;0;H13.D13.
1047419;Default;Simple;base;Chantel lantern l. pink - h20xd16,5cm;Chantel lantern l. pink - h20xd16,5cm;Chantel lantern l. pink - h20xd16,5cm;Chantel lantern l. pink - h20xd16,5cm;Chantel lantern l. pink - h20xd16,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104741901.jpg;/104741901.jpg;/104741901.jpg;Mica Decorations;to be determined;Chantel;No;0;NULL;NULL;20;16.5;0;0;8;ceramic;20 - 25 cm;l.pink;0;H20.D16.5.
1050278;Default;Simple;base;Joice ceiling lamp black - h24xd26cm;Joice ceiling lamp black - h24xd26cm;Joice ceiling lamp black - h24xd26cm;Joice ceiling lamp black - h24xd26cm;Joice ceiling lamp black - h24xd26cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/105027801.jpg;/105027801.jpg;/105027801.jpg;Mica Decorations;to be determined;Joice;No;0;NULL;NULL;24;26;0;0;4;ratan;20 - 25 cm;black;0;H24.D26.
1051617;Default;Simple;base;Monet pot round 4 assorted pdq - h19xd26cm;Monet pot round 4 assorted pdq - h19xd26cm;Monet pot round 4 assorted pdq - h19xd26cm;Monet pot round 4 assorted pdq - h19xd26cm;Monet pot round 4 assorted pdq - h19xd26cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/105161701.jpg;/105161701.jpg;/105161701.jpg;Mica Decorations;pot;Monet;No;0;NULL;NULL;19;26;0;0;60;ceramic;15 - 20 cm;l.grey;0;H19.D26.
1032383;Default;Simple;base;Hurricane light white - h40xd27cm;Hurricane light white - h40xd27cm;Hurricane light white - h40xd27cm;Hurricane light white - h40xd27cm;Hurricane light white - h40xd27cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103238301.jpg;/103238301.jpg;/103238301.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;40;27;0;0;4;willow;35 - 60 cm;white;0;H40.D27.
1032387;Default;Simple;base;Hurricane light grey - h25xd19cm;Hurricane light grey - h25xd19cm;Hurricane light grey - h25xd19cm;Hurricane light grey - h25xd19cm;Hurricane light grey - h25xd19cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103238701.jpg;/103238701.jpg;/103238701.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;25;19;0;0;8;willow;25 - 35 cm;grey;0;H25.D19.
172322;Default;Simple;base;S3 HANGING BASKET CONE KUBU H40D35 GREY;S3 HANGING BASKET CONE KUBU H40D35 GREY;S3 HANGING BASKET CONE KUBU H40D35 GREY;KUBU HANGING BASKET ROUND SET OF 3;KUBU HANGING BASKET ROUND SET OF 3;Shop/Pottery & glassware/Outdoor pottery/Outdoor hanging pots;/17232201.jpg;/17232201.jpg;/17232201.jpg;Mica Decorations;to be determined;Kubu;Yes;0;NULL;NULL;40;35;0;0;2;nat.mat.;35 - 60 cm;grey;0;H40.D35.
147534;Default;Simple;base;Fedde cover transp. incl. pot basalt giftbox - h41xd17,5cm;Fedde cover transp. incl. pot basalt giftbox - h41xd17,5cm;Fedde cover transp. incl. pot basalt giftbox - h41xd17,5cm;Fedde cover round transparent incl.basalt pot in giftbox - h41xd17,5cm;Fedde cover round transparent incl.basalt pot in giftbox - h41xd17,5cm;Shop/Pottery & glassware/Glassware/Glass bell jars;/14753401.jpg;/14753401.jpg;/14753401.jpg;Mica Decorations;cover glass;Fedde;Yes;0;NULL;NULL;41;17.5;0;524;8;glass;35 - 60 cm;transparent;0;H41.D17.5.
170187;Default;Simple;base;POT ROUND INCA ZINC H15.5D11.5 HANGING;POT ROUND INCA ZINC H15.5D11.5 HANGING;POT ROUND INCA ZINC H15.5D11.5 HANGING;INCA POT ROUND HANGEND;INCA POT ROUND HANGEND;Shop/Pottery & glassware/Outdoor pottery/Outdoor hanging pots;/17018701.jpg;/17018701.jpg;/17018701.jpg;Mica Decorations;pot;Inca;Yes;0;NULL;NULL;15.5;11.5;0;0;16;zinc;15 - 20 cm;grey;0;H15.5.D11.5.
143320;Default;Simple;base;Tusca pot round white cream purple 3 ass pdq - h17,5xd13,5cm;Tusca pot round white cream purple 3 ass pdq - h17,5xd13,5cm;Tusca pot round white cream purple 3 ass pdq - h17,5xd13,5cm;Tusca pot round white cream purple 3 ass pdq - h17,5xd13,5cm;Tusca pot round white cream purple 3 ass pdq - h17,5xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/14332001.jpg;/14332001.jpg;/14332001.jpg;Mica Decorations;pdq;Tusca;Yes;0;NULL;NULL;17.5;13.5;0;7280;140;ceramic;15 - 20 cm;white;0;H17.5.D13.5.
146088;Default;Simple;base;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Tigo bowl transparent in giftbox - h13xd26cm;Shop/Pottery & glassware/Glassware/Glassware others;/14608801.jpg;/14608801.jpg;/14608801.jpg;Mica Decorations;bowl;Tigo;Yes;0;NULL;NULL;13;26;0;0;6;glass;12,5 - 15 cm;transparent;0;H13.D26.
1053298;Default;Simple;base;Catrine orchid pot round green - h14xd13cm;Catrine orchid pot round green - h14xd13cm;Catrine orchid pot round green - h14xd13cm;Catrine orchid pot round green - h14xd13cm;Catrine orchid pot round green - h14xd13cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/105329801.jpg;/105329801.jpg;/105329801.jpg;Mica Decorations;pot;Catrine;No;0;NULL;NULL;14;13;0;0;140;ceramic;12,5 - 15 cm;green;0;H14.D13.
117788;Default;Simple;base;HURRICANE LIGHT FRANCES H29D10.5 WHITE;HURRICANE LIGHT FRANCES H29D10.5 WHITE;HURRICANE LIGHT FRANCES H29D10.5 WHITE;FRANCES HURRICANE LIGHT;FRANCES HURRICANE LIGHT;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/11778801.jpg;/11778801.jpg;/11778801.jpg;Mica Decorations;hurricane light;Frances;No;0;NULL;NULL;29;10.5;0;0;12;ceramic;25 - 35 cm;white;0;H29.D10.5.
224663;Default;Simple;base;Devon hurricane light transparent crackle - h20xd17,5cm;Devon hurricane light transparent crackle - h20xd17,5cm;Devon hurricane light transparent crackle - h20xd17,5cm;Devon hurricane light transparent crackle - h20xd17,5cm;Devon hurricane light transparent crackle - h20xd17,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/22466301.jpg;/22466301.jpg;/22466301.jpg;Mica Decorations;hurricane light;Devon;Yes;0;NULL;NULL;20;17.5;0;174;6;glass;20 - 25 cm;transparent;0;H20.D17.5.
234147;Default;Simple;base;HURRICANE LIGHT TURAN H103D22.5 SILVER;HURRICANE LIGHT TURAN H103D22.5 SILVER;HURRICANE LIGHT TURAN H103D22.5 SILVER;HURRICANE LIGHT TURAN H103D22.5 SILVER;HURRICANE LIGHT TURAN H103D22.5 SILVER;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/23414701.jpg;/23414701.jpg;/23414701.jpg;Mica Decorations;to be determined;Turan;Yes;0;NULL;NULL;103;22.5;0;0;1;aluminium;90 - 130 cm;silver;0;H103.D22.5.
1047291;Default;Simple;base;Alexis lantern off white taupe 2 assorted - h16,5xd14,5cm;Alexis lantern off white taupe 2 assorted - h16,5xd14,5cm;Alexis lantern off white taupe 2 assorted - h16,5xd14,5cm;Alexis lantern off white taupe 2 assorted - h16,5xd14,5cm;Alexis lantern off white taupe 2 assorted - h16,5xd14,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104729101.jpg;/104729101.jpg;/104729101.jpg;Mica Decorations;to be determined;Alexis;No;0;NULL;NULL;16.5;14.5;0;0;18;cement;15 - 20 cm;taupe;0;H16.5.D14.5.
