sku;grouped_skus;ed_search;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
rubb_57_212_12003100;1044542;1044542;default;grouped;base;rubber plant;rubber plant;rubber plant;rubber plant;rubber plant;rubber plant;shop/artificial flowers & plants/plants;mica decorations;ficus;variegated; 104454201.jpg; 104454201.jpg; 104454201.jpg
rubb_57_80_12003100; 1005412, 1026436, 1040429, 1040430, 1040431; 1005412, 1026436, 1040429, 1040430, 1040431;default;grouped;base;rubber plant;rubber plant;rubber plant;rubber plant;rubber plant;rubber plant;shop/artificial flowers & plants/plants;mica decorations;ficus;green; 100541201.jpg; 100541201.jpg; 100541201.jpg
ruscus_81_80_12003100; 1021120, 1021121; 1021120, 1021121;default;grouped;base;ruscus;ruscus;ruscus;ruscus;ruscus;ruscus;shop/artificial flowers & plants/plants;mica decorations;green plants small leaves;green; 102112001.jpg; 102112001.jpg; 102112001.jpg
ruth_500_30_11003030; 1003123, 1003124; 1003123, 1003124;default;grouped;base;ruth;ruth;ruth;ruth;ruth;ruth;shop/home accessories/room accents;mica decorations;to be determined;black; 100312301.jpg; 100312301.jpg; 100312301.jpg
saar_708_140_11003030;139572;139572;default;grouped;base;saar;saar;saar;saar;saar;saar;shop/home accessories/room accents;casa vivante;candleholder;silver; 13957201.jpg; 13957201.jpg; 13957201.jpg
saar_708_160_11003030; 139574, 139575; 139574, 139575;default;grouped;base;saar;saar;saar;saar;saar;saar;shop/home accessories/room accents;casa vivante;candleholder;copper; 13957401.jpg; 13957401.jpg; 13957401.jpg
saar_708_30_11003030;139579;139579;default;grouped;base;saar;saar;saar;saar;saar;saar;shop/home accessories/room accents;casa vivante;candleholder;black; 13957901.jpg; 13957901.jpg; 13957901.jpg
sabi_604_80_15003200; 389626, 389627, 389628; 389626, 389627, 389628;default;grouped;base;slim abies nordmann;slim abies nordmann;slim abies nordmann;slim abies nordmann;slim abies nordmann;slim abies nordmann;shop/artificial christmas trees & wreaths/artificial christmas trees;triumph tree;deluxe;green; 38962601.jpg; 38962601.jpg; 38962601.jpg
sage_500_120_10003020; 1024376, 1024377, 1024378, 1040036; 1024376, 1024377, 1024378, 1040036;default;grouped;base;sage;sage;sage;sage;sage;sage;shop/pottery & glassware/glassware;casa vivante;to be determined;brown; 102437601.jpg; 102437601.jpg; 102437601.jpg
sage_500_120_11003030; 1024375, 1040035; 1024375, 1040035;default;grouped;base;sage;sage;sage;sage;sage;sage;shop/home accessories/room accents;casa vivante;to be determined;brown; 102437501.jpg; 102437501.jpg; 102437501.jpg
sage_500_20_10003020; 1040030, 1040031, 1040032, 1040038; 1040030, 1040031, 1040032, 1040038;default;grouped;base;sage;sage;sage;sage;sage;sage;shop/pottery & glassware/glassware;casa vivante;to be determined;grey; 104003001.jpg; 104003001.jpg; 104003001.jpg
sage_500_20_11003030; 1040029, 1040037; 1040029, 1040037;default;grouped;base;sage;sage;sage;sage;sage;sage;shop/home accessories/room accents;casa vivante;to be determined;grey; 104002901.jpg; 104002901.jpg; 104002901.jpg
sage_500_80_10003020; 1024372, 1024373, 1024374, 1040034; 1024372, 1024373, 1024374, 1040034;default;grouped;base;sage;sage;sage;sage;sage;sage;shop/pottery & glassware/glassware;casa vivante;to be determined;green; 102437201.jpg; 102437201.jpg; 102437201.jpg
sage_500_80_11003030; 1024371, 1040033; 1024371, 1040033;default;grouped;base;sage;sage;sage;sage;sage;sage;shop/home accessories/room accents;casa vivante;to be determined;green; 102437101.jpg; 102437101.jpg; 102437101.jpg
sage_500_90_10003020; 1024368, 1024369; 1024368, 1024369;default;grouped;base;sage;sage;sage;sage;sage;sage;shop/pottery & glassware/glassware;casa vivante;to be determined;blue; 102436801.jpg; 102436801.jpg; 102436801.jpg
saku_519_100_12003090;1005595;1005595;default;grouped;base;sakura;sakura;sakura;sakura;sakura;sakura;shop/artificial flowers & plants/flowers & bouquets;mica decorations;others;pink; 100559501.jpg; 100559501.jpg; 100559501.jpg
sall_519_80_12003090;1005447;1005447;default;grouped;base;salal;salal;salal;salal;salal;salal;shop/artificial flowers & plants/flowers & bouquets;mica decorations;others;green; 100544701.jpg; 100544701.jpg; 100544701.jpg
salomo_513_30_11003040;1023536;1023536;default;grouped;base;salomo;salomo;salomo;salomo;salomo;salomo;shop/home accessories/lamps & lighting;mica decorations;table lamp;black; 102353601.jpg; 102353601.jpg; 102353601.jpg
salomo_514_30_11003040; 1023535, 1051887; 1023535, 1051887;default;grouped;base;salomo;salomo;salomo;salomo;salomo;salomo;shop/home accessories/lamps & lighting;mica decorations;floor lamp;black; 102353501.jpg; 102353501.jpg; 102353501.jpg
salomo_520_30_11003040;1023534;1023534;default;grouped;base;salomo;salomo;salomo;salomo;salomo;salomo;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;black; 102353401.jpg; 102353401.jpg; 102353401.jpg
salvador_500_30_11003080;1001137;1001137;default;grouped;base;salvador;salvador;salvador;salvador;salvador;salvador;shop/home accessories/home textiles;mica decorations;to be determined;black; 100113701.jpg; 100113701.jpg; 100113701.jpg
salvador_500_54_11003080;1001138;1001138;default;grouped;base;salvador;salvador;salvador;salvador;salvador;salvador;shop/home accessories/home textiles;mica decorations;to be determined;terra; 100113801.jpg; 100113801.jpg; 100113801.jpg
salvador_500_70_11003080;1001135;1001135;default;grouped;base;salvador;salvador;salvador;salvador;salvador;salvador;shop/home accessories/home textiles;mica decorations;to be determined;beige; 100113501.jpg; 100113501.jpg; 100113501.jpg
salvador_500_90_11003080;1001136;1001136;default;grouped;base;salvador;salvador;salvador;salvador;salvador;salvador;shop/home accessories/home textiles;mica decorations;to be determined;blue; 100113601.jpg; 100113601.jpg; 100113601.jpg
salvo_520_120_11003040;1031798;1031798;default;grouped;base;salvo;salvo;salvo;salvo;salvo;salvo;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;brown; 103179801.jpg; 103179801.jpg; 103179801.jpg
salvo_520_182_11003040;1031796;1031796;default;grouped;base;salvo;salvo;salvo;salvo;salvo;salvo;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;clear; 103179601.jpg; 103179601.jpg; 103179601.jpg
samantha_500_140_14003190;1008481;1008481;default;grouped;base;samantha;samantha;samantha;samantha;samantha;samantha;shop/christmas decoration/christmas accessories;mica decorations;to be determined;silver; 100848101.jpg; 100848101.jpg; 100848101.jpg
samantha_500_30_14003190;1008482;1008482;default;grouped;base;samantha;samantha;samantha;samantha;samantha;samantha;shop/christmas decoration/christmas accessories;mica decorations;to be determined;black; 100848201.jpg; 100848201.jpg; 100848201.jpg
samosa_500_120_11003030; 1040936, 1040937; 1040936, 1040937;default;grouped;base;samosa;samosa;samosa;samosa;samosa;samosa;shop/home accessories/room accents;mica decorations;to be determined;brown; 104093601.jpg; 104093601.jpg; 104093601.jpg
samosa_500_120_11003050; 1040940, 1040941; 1040940, 1040941;default;grouped;base;samosa;samosa;samosa;samosa;samosa;samosa;shop/home accessories/small furniture;mica decorations;to be determined;brown; 104094001.jpg; 104094001.jpg; 104094001.jpg
san marino_520_30_11003040; 1023537, 1023538; 1023537, 1023538;default;grouped;base;san marino;san marino;san marino;san marino;san marino;san marino;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;black; 102353701.jpg; 102353701.jpg; 102353701.jpg
san_500_80_12003100;1040548;1040548;default;grouped;base;sanserveria;sanserveria;sanserveria;sanserveria;sanserveria;sanserveria;shop/artificial flowers & plants/plants;mica decorations;to be determined;green; 104054801.jpg; 104054801.jpg; 104054801.jpg
sapri_500_10_11003030;1040024;1040024;default;grouped;base;sapri;sapri;sapri;sapri;sapri;sapri;shop/home accessories/room accents;casa vivante;to be determined;white; 104002401.jpg; 104002401.jpg; 104002401.jpg
sara_500_20_13003150;158281;158281;default;grouped;base;sara;sara;sara;sara;sara;sara;shop/spring & outdoor decoration/outdoor furniture;mica decorations;to be determined;grey; 15828101.jpg; 15828101.jpg; 15828101.jpg
sarone_500_120_11003030; 1029936, 1029937; 1029936, 1029937;default;grouped;base;sarone;sarone;sarone;sarone;sarone;sarone;shop/home accessories/room accents;casa vivante;to be determined;brown; 102993601.jpg; 102993601.jpg; 102993601.jpg
sask_500_180_11003030; 1008488, 1008489, 1008490; 1008488, 1008489, 1008490;default;grouped;base;saskia;saskia;saskia;saskia;saskia;saskia;shop/home accessories/room accents;mica decorations;to be determined;transparent; 100848801.jpg; 100848801.jpg; 100848801.jpg
saul_151_101_10003000;1041346;1041346;default;grouped;base;saul;saul;saul;saul;saul;saul;shop/pottery & glassware/indoor pottery;mica decorations;pot;l.pink; 104134601.jpg; 104134601.jpg; 104134601.jpg
saul_180_101_10003000;1041355;1041355;default;grouped;base;saul;saul;saul;saul;saul;saul;shop/pottery & glassware/indoor pottery;mica decorations;vase;l.pink; 104135501.jpg; 104135501.jpg; 104135501.jpg
sav_500_53_11003080;137668;137668;default;grouped;base;savoy;savoy;savoy;savoy;savoy;savoy;shop/home accessories/home textiles;casa vivante;to be determined;peach; 13766801.jpg; 13766801.jpg; 13766801.jpg
savanna_500_13_11003080;1001110;1001110;default;grouped;base;savanna;savanna;savanna;savanna;savanna;savanna;shop/home accessories/home textiles;mica decorations;to be determined;off white; 100111001.jpg; 100111001.jpg; 100111001.jpg
savanna_500_30_11003080;1001114;1001114;default;grouped;base;savanna;savanna;savanna;savanna;savanna;savanna;shop/home accessories/home textiles;mica decorations;to be determined;black; 100111401.jpg; 100111401.jpg; 100111401.jpg
savanna_500_54_11003080;1001117;1001117;default;grouped;base;savanna;savanna;savanna;savanna;savanna;savanna;shop/home accessories/home textiles;mica decorations;to be determined;terra; 100111701.jpg; 100111701.jpg; 100111701.jpg
savanna_500_70_11003080;1001111;1001111;default;grouped;base;savanna;savanna;savanna;savanna;savanna;savanna;shop/home accessories/home textiles;mica decorations;to be determined;beige; 100111101.jpg; 100111101.jpg; 100111101.jpg
savanna_500_80_11003080;1001115;1001115;default;grouped;base;savanna;savanna;savanna;savanna;savanna;savanna;shop/home accessories/home textiles;mica decorations;to be determined;green; 100111501.jpg; 100111501.jpg; 100111501.jpg
savanna_500_90_11003080;1001113;1001113;default;grouped;base;savanna;savanna;savanna;savanna;savanna;savanna;shop/home accessories/home textiles;mica decorations;to be determined;blue; 100111301.jpg; 100111301.jpg; 100111301.jpg
scab_519_10_12003090;1005462;1005462;default;grouped;base;scabiosa;scabiosa;scabiosa;scabiosa;scabiosa;scabiosa;shop/artificial flowers & plants/flowers & bouquets;mica decorations;others;white; 100546201.jpg; 100546201.jpg; 100546201.jpg
schlumberg_17_101_12003100;1028046;1028046;default;grouped;base;schlumbergera;schlumbergera;schlumbergera;schlumbergera;schlumbergera;schlumbergera;shop/artificial flowers & plants/plants;mica decorations;blooming plants;l.pink; 102804601.jpg; 102804601.jpg; 102804601.jpg
scin_164_80_12003100; 935195, 987695; 935195, 987695;default;grouped;base;scindapsus;scindapsus;scindapsus;scindapsus;scindapsus;scindapsus;shop/artificial flowers & plants/plants;mica decorations;scindapsus;green; 93519501.jpg; 93519501.jpg; 93519501.jpg
seatle_520_10_11003040; 1044123, 1044124; 1044123, 1044124;default;grouped;base;seatle;seatle;seatle;seatle;seatle;seatle;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;white; 104412301.jpg; 104412301.jpg; 104412301.jpg
seba_197_140_11003030;136167;136167;default;grouped;base;sebastian;sebastian;sebastian;sebastian;sebastian;sebastian;shop/home accessories/room accents;casa vivante;candleholder;silver; 13616701.jpg; 13616701.jpg; 13616701.jpg
sedum_500_100_12003090;1009004;1009004;default;grouped;base;sedum;sedum;sedum;sedum;sedum;sedum;shop/artificial flowers & plants/flowers & bouquets;casa vivante;to be determined;pink; 100900401.jpg; 100900401.jpg; 100900401.jpg
sem_151_180_10003020; 1001240, 1001242, 1001243, 1041892, 1041894; 1001240, 1001242, 1001243, 1041892, 1041894;default;grouped;base;sem;sem;sem;sem;sem;sem;shop/pottery & glassware/glassware;mica decorations;pot;transparent; 100124001.jpg; 100124001.jpg; 100124001.jpg
semba_520_130_11003040; 1030692, 1030694; 1030692, 1030694;default;grouped;base;semba;semba;semba;semba;semba;semba;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;gold; 103069201.jpg; 103069201.jpg; 103069201.jpg
semba_520_160_11003040; 1030693, 1030695; 1030693, 1030695;default;grouped;base;semba;semba;semba;semba;semba;semba;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;copper; 103069301.jpg; 103069301.jpg; 103069301.jpg
sera_81_80_12003100;1021020;1021020;default;grouped;base;schefflera spray;schefflera spray;schefflera spray;schefflera spray;schefflera spray;schefflera spray;shop/artificial flowers & plants/plants;mica decorations;green plants small leaves;green; 102102001.jpg; 102102001.jpg; 102102001.jpg
shae_500_160_11003030;1008500;1008500;default;grouped;base;shade;shade;shade;shade;shade;shade;shop/home accessories/room accents;mica decorations;to be determined;copper; 100850001.jpg; 100850001.jpg; 100850001.jpg
sher_500_80_15003200;387698;387698;default;grouped;base;sherwood;sherwood;sherwood;sherwood;sherwood;sherwood;shop/artificial christmas trees & wreaths/artificial christmas trees;triumph tree;to be determined;green; 38769801.jpg; 38769801.jpg; 38769801.jpg
sher_604_80_15003200; 389096, 389097; 389096, 389097;default;grouped;base;sherwood;sherwood;sherwood;sherwood;sherwood;sherwood;shop/artificial christmas trees & wreaths/artificial christmas trees;triumph tree;deluxe;green; 38909601.jpg; 38909601.jpg; 38909601.jpg
sher_604_90_15003200;389116;389116;default;grouped;base;sherwood;sherwood;sherwood;sherwood;sherwood;sherwood;shop/artificial christmas trees & wreaths/artificial christmas trees;triumph tree;deluxe;blue; 38911601.jpg; 38911601.jpg; 38911601.jpg
sher_616_80_15003200; 389911, 389912, 389916, 389917, 389918; 389911, 389912, 389916, 389917, 389918;default;grouped;base;sherwood;sherwood;sherwood;sherwood;sherwood;sherwood;shop/artificial christmas trees & wreaths/artificial christmas trees;triumph tree;led;green; 38991101.jpg; 38991101.jpg; 38991101.jpg
shim_500_10_11003050;1003335;1003335;default;grouped;base;shimmer;shimmer;shimmer;shimmer;shimmer;shimmer;shop/home accessories/small furniture;house of seasons;to be determined;white; 100333501.jpg; 100333501.jpg; 100333501.jpg
shin_115_160_11003030; 133464, 133472, 133479; 133464, 133472, 133479;default;grouped;base;shine;shine;shine;shine;shine;shine;shop/home accessories/room accents;mica decorations;lantern;copper; 13346401.jpg; 13346401.jpg; 13346401.jpg
si_43_180_10003020; 224717, 224718, 224719, 224821, 224822; 224717, 224718, 224719, 224821, 224822;default;grouped;base;sil;sil;sil;sil;sil;sil;shop/pottery & glassware/glassware;mica decorations;deco glass;transparent; 22471701.jpg; 22471701.jpg; 22471701.jpg
si_500_180_10003020; 1003736, 1003737, 1016081; 1003736, 1003737, 1016081;default;grouped;base;sil;sil;sil;sil;sil;sil;shop/pottery & glassware/glassware;mica decorations;to be determined;transparent; 100373601.jpg; 100373601.jpg; 100373601.jpg
sibo_519_50_12003110;987687;987687;default;grouped;base;orange tree;orange tree;orange tree;orange tree;orange tree;orange tree;shop/artificial flowers & plants/trees;mica decorations;others;orange; 98768701.jpg; 98768701.jpg; 98768701.jpg
sibo_80_80_12003110;1027997;1027997;default;grouped;base;orange tree;orange tree;orange tree;orange tree;orange tree;orange tree;shop/artificial flowers & plants/trees;mica decorations;green plants;green; 102799701.jpg; 102799701.jpg; 102799701.jpg
siem_151_13_10003000;1041272;1041272;default;grouped;base;siem;siem;siem;siem;siem;siem;shop/pottery & glassware/indoor pottery;mica decorations;pot;off white; 104127201.jpg; 104127201.jpg; 104127201.jpg
siem_192_54_10003010;1041283;1041283;default;grouped;base;siem;siem;siem;siem;siem;siem;shop/pottery & glassware/outdoor pottery;mica decorations;plate;terra; 104128301.jpg; 104128301.jpg; 104128301.jpg
sienna_180_22_10003000;1022557;1022557;default;grouped;base;sienna;sienna;sienna;sienna;sienna;sienna;shop/pottery & glassware/indoor pottery;mica decorations;vase;d.grey; 102255701.jpg; 102255701.jpg; 102255701.jpg
sienna_180_54_10003000;1022561;1022561;default;grouped;base;sienna;sienna;sienna;sienna;sienna;sienna;shop/pottery & glassware/indoor pottery;mica decorations;vase;terra; 102256101.jpg; 102256101.jpg; 102256101.jpg
siggy_151_123_10003000; 1024211, 1024212, 1024213, 1024214; 1024211, 1024212, 1024213, 1024214;default;grouped;base;siggy;siggy;siggy;siggy;siggy;siggy;shop/pottery & glassware/indoor pottery;mica decorations;pot;taupe; 102421101.jpg; 102421101.jpg; 102421101.jpg
siggy_151_20_10003000; 1024203, 1024204, 1024205, 1024206, 1024207, 1024210; 1024203, 1024204, 1024205, 1024206, 1024207, 1024210;default;grouped;base;siggy;siggy;siggy;siggy;siggy;siggy;shop/pottery & glassware/indoor pottery;mica decorations;pot;grey; 102420301.jpg; 102420301.jpg; 102420301.jpg
siggy_180_123_10003000; 1024215, 1024216; 1024215, 1024216;default;grouped;base;siggy;siggy;siggy;siggy;siggy;siggy;shop/pottery & glassware/indoor pottery;mica decorations;vase;taupe; 102421501.jpg; 102421501.jpg; 102421501.jpg
siggy_180_20_10003000;1024208;1024208;default;grouped;base;siggy;siggy;siggy;siggy;siggy;siggy;shop/pottery & glassware/indoor pottery;mica decorations;vase;grey; 102420801.jpg; 102420801.jpg; 102420801.jpg
sigr_500_20_11003030;1003359;1003359;default;grouped;base;sigrid;sigrid;sigrid;sigrid;sigrid;sigrid;shop/home accessories/room accents;mica decorations;to be determined;grey; 100335901.jpg; 100335901.jpg; 100335901.jpg
sil_180_10_10003000; 119473, 119474, 119475, 119476, 119477; 119473, 119474, 119475, 119476, 119477;default;grouped;base;sil;sil;sil;sil;sil;sil;shop/pottery & glassware/indoor pottery;casa vivante;vase;white; 11947301.jpg; 11947301.jpg; 11947301.jpg
sil_180_40_10003000;118485;118485;default;grouped;base;sil;sil;sil;sil;sil;sil;shop/pottery & glassware/indoor pottery;casa vivante;vase;red; 11848501.jpg; 11848501.jpg; 11848501.jpg
sil_180_81_10003000; 1037633, 1037634, 1037635; 1037633, 1037634, 1037635;default;grouped;base;sil;sil;sil;sil;sil;sil;shop/pottery & glassware/indoor pottery;casa vivante;vase;l.green; 103763301.jpg; 103763301.jpg; 103763301.jpg
sil_500_180_10003020; 1025163, 1025164, 1025165; 1025163, 1025164, 1025165;default;grouped;base;sil;sil;sil;sil;sil;sil;shop/pottery & glassware/glassware;mica decorations;to be determined;transparent; 102516301.jpg; 102516301.jpg; 102516301.jpg
sila_151_122_10003000; 1002758, 1002759, 1002760, 1002761; 1002758, 1002759, 1002760, 1002761;default;grouped;base;sila;sila;sila;sila;sila;sila;shop/pottery & glassware/indoor pottery;mica decorations;pot;d.brown; 100275801.jpg; 100275801.jpg; 100275801.jpg
sila_151_13_10003000;1002752;1002752;default;grouped;base;sila;sila;sila;sila;sila;sila;shop/pottery & glassware/indoor pottery;mica decorations;pot;off white; 100275201.jpg; 100275201.jpg; 100275201.jpg
sila_151_170_10003000;1018885;1018885;default;grouped;base;sila;sila;sila;sila;sila;sila;shop/pottery & glassware/indoor pottery;mica decorations;pot;rust; 101888501.jpg; 101888501.jpg; 101888501.jpg
sila_151_22_10003000; 1002764, 1002765, 1002766, 1002767; 1002764, 1002765, 1002766, 1002767;default;grouped;base;sila;sila;sila;sila;sila;sila;shop/pottery & glassware/indoor pottery;mica decorations;pot;d.grey; 100276401.jpg; 100276401.jpg; 100276401.jpg
sime_59_101_10003020;1006804;1006804;default;grouped;base;simone;simone;simone;simone;simone;simone;shop/pottery & glassware/glassware;mica decorations;bottle;l.pink; 100680401.jpg; 100680401.jpg; 100680401.jpg
sime_59_180_10003020;147748;147748;default;grouped;base;simone;simone;simone;simone;simone;simone;shop/pottery & glassware/glassware;mica decorations;bottle;transparent; 14774801.jpg; 14774801.jpg; 14774801.jpg
siss_500_10_13003150; 036738, 036743, 157114; 036738, 036743, 157114;default;grouped;base;sissy;sissy;sissy;sissy;sissy;sissy;shop/spring & outdoor decoration/outdoor furniture;mica decorations;to be determined;white; 03673801.jpg; 03673801.jpg; 03673801.jpg
siss_500_120_13003150; 158054, 732933; 158054, 732933;default;grouped;base;sissy;sissy;sissy;sissy;sissy;sissy;shop/spring & outdoor decoration/outdoor furniture;mica decorations;to be determined;brown; 15805401.jpg; 15805401.jpg; 15805401.jpg
sita_500_140_10003020;1008514;1008514;default;grouped;base;sita;sita;sita;sita;sita;sita;shop/pottery & glassware/glassware;casa vivante;to be determined;silver; 100851401.jpg; 100851401.jpg; 100851401.jpg
sita_500_140_11003030;1008276;1008276;default;grouped;base;sita;sita;sita;sita;sita;sita;shop/home accessories/room accents;casa vivante;to be determined;silver; 100827601.jpg; 100827601.jpg; 100827601.jpg
sita_500_140_14003160;1008515;1008515;default;grouped;base;sita;sita;sita;sita;sita;sita;shop/christmas decoration/christmas ornaments;casa vivante;to be determined;silver; 100851501.jpg; 100851501.jpg; 100851501.jpg
sita_500_140_14003190; 1008253, 1008254; 1008253, 1008254;default;grouped;base;sita;sita;sita;sita;sita;sita;shop/christmas decoration/christmas accessories;casa vivante;to be determined;silver; 100825301.jpg; 100825301.jpg; 100825301.jpg
sita_500_150_10003020;1008269;1008269;default;grouped;base;sita;sita;sita;sita;sita;sita;shop/pottery & glassware/glassware;casa vivante;to be determined;bronze; 100826901.jpg; 100826901.jpg; 100826901.jpg
sita_500_150_14003160;1008272;1008272;default;grouped;base;sita;sita;sita;sita;sita;sita;shop/christmas decoration/christmas ornaments;casa vivante;to be determined;bronze; 100827201.jpg; 100827201.jpg; 100827201.jpg
sita_500_150_14003190; 1008251, 1008252; 1008251, 1008252;default;grouped;base;sita;sita;sita;sita;sita;sita;shop/christmas decoration/christmas accessories;casa vivante;to be determined;bronze; 100825101.jpg; 100825101.jpg; 100825101.jpg
skye_500_10_11003030; 1003904, 1003906; 1003904, 1003906;default;grouped;base;sky;sky;sky;sky;sky;sky;shop/home accessories/room accents;mica decorations;to be determined;white; 100390401.jpg; 100390401.jpg; 100390401.jpg
skye_500_20_11003030; 1003907, 1003909; 1003907, 1003909;default;grouped;base;sky;sky;sky;sky;sky;sky;shop/home accessories/room accents;mica decorations;to be determined;grey; 100390701.jpg; 100390701.jpg; 100390701.jpg
slat_151_21_10003000; 031592, 031647, 031648, 031649, 031653, 031654, 031655, 031660; 031592, 031647, 031648, 031649, 031653, 031654, 031655, 031660;default;grouped;base;slate;slate;slate;slate;slate;slate;shop/pottery & glassware/indoor pottery;mica decorations;pot;l.grey; 03159201.jpg; 03159201.jpg; 03159201.jpg
slat_151_22_10003010;1027529;1027529;default;grouped;base;slate;slate;slate;slate;slate;slate;shop/pottery & glassware/outdoor pottery;mica decorations;pot;d.grey; 102752901.jpg; 102752901.jpg; 102752901.jpg
slat_163_21_10003000; 031651, 031652; 031651, 031652;default;grouped;base;slate;slate;slate;slate;slate;slate;shop/pottery & glassware/indoor pottery;mica decorations;bowl;l.grey; 03165101.jpg; 03165101.jpg; 03165101.jpg
slat_798_21_10003000; 031700, 031701, 031702, 031803, 031804, 031805; 031700, 031701, 031702, 031803, 031804, 031805;default;grouped;base;slate;slate;slate;slate;slate;slate;shop/pottery & glassware/indoor pottery;mica decorations;tray;l.grey; 03170001.jpg; 03170001.jpg; 03170001.jpg
slin_479_80_12003105;495976;495976;default;grouped;base;garland;garland;garland;garland;garland;garland;shop/artificial flowers & plants/seasonal flowers & plants;house of seasons;pdq;green; 49597601.jpg; 49597601.jpg; 49597601.jpg
snee_519_10_12003090;1005448;1005448;default;grouped;base;viburnum;viburnum;viburnum;viburnum;viburnum;viburnum;shop/artificial flowers & plants/flowers & bouquets;mica decorations;others;white; 100544801.jpg; 100544801.jpg; 100544801.jpg
snee_519_80_12003090; 1027188, 1027190; 1027188, 1027190;default;grouped;base;viburnum;viburnum;viburnum;viburnum;viburnum;viburnum;shop/artificial flowers & plants/flowers & bouquets;mica decorations;others;green; 102718801.jpg; 102718801.jpg; 102718801.jpg
snee_519_82_12003090; 1027187, 1027189; 1027187, 1027189;default;grouped;base;viburnum;viburnum;viburnum;viburnum;viburnum;viburnum;shop/artificial flowers & plants/flowers & bouquets;mica decorations;others;d.green; 102718701.jpg; 102718701.jpg; 102718701.jpg
snpi_500_80_15003200; 1034707, 1034708, 1034709; 1034707, 1034708, 1034709;default;grouped;base;snowdon;snowdon;snowdon;snowdon;snowdon;snowdon;shop/artificial christmas trees & wreaths/artificial christmas trees;black box trees;to be determined;green; 103470701.jpg; 103470701.jpg; 103470701.jpg
snta_500_10_12003090;914650;914650;default;grouped;base;snow branche;snow branche;snow branche;snow branche;snow branche;snow branche;shop/artificial flowers & plants/flowers & bouquets;mica decorations;to be determined;white; 91465001.jpg; 91465001.jpg; 91465001.jpg
sola_500_100_13003140;1008052;1008052;default;grouped;base;solar;solar;solar;solar;solar;solar;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;pink; 100805201.jpg; 100805201.jpg; 100805201.jpg
sola_500_103_13003140;1008128;1008128;default;grouped;base;solar;solar;solar;solar;solar;solar;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;fuchsia; 100812801.jpg; 100812801.jpg; 100812801.jpg
sola_500_40_13003140;1025508;1025508;default;grouped;base;solar;solar;solar;solar;solar;solar;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;red; 102550801.jpg; 102550801.jpg; 102550801.jpg
sola_500_50_13003140; 1008042, 1008043, 1008047, 1008058; 1008042, 1008043, 1008047, 1008058;default;grouped;base;solar;solar;solar;solar;solar;solar;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;orange; 100804201.jpg; 100804201.jpg; 100804201.jpg
sola_500_60_13003140; 1008041, 1008048; 1008041, 1008048;default;grouped;base;solar;solar;solar;solar;solar;solar;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;yellow; 100804101.jpg; 100804101.jpg; 100804101.jpg
sola_500_80_13003140;1008046;1008046;default;grouped;base;solar;solar;solar;solar;solar;solar;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;green; 100804601.jpg; 100804601.jpg; 100804601.jpg
sola_500_90_13003140;1025506;1025506;default;grouped;base;solar;solar;solar;solar;solar;solar;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;blue; 102550601.jpg; 102550601.jpg; 102550601.jpg
soph_151_70_10003010;153770;153770;default;grouped;base;sophia;sophia;sophia;sophia;sophia;sophia;shop/pottery & glassware/outdoor pottery;mica decorations;pot;beige; 15377001.jpg; 15377001.jpg; 15377001.jpg
soph_180_20_10003010;153750;153750;default;grouped;base;sophia;sophia;sophia;sophia;sophia;sophia;shop/pottery & glassware/outdoor pottery;mica decorations;vase;grey; 15375001.jpg; 15375001.jpg; 15375001.jpg
soto_500_30_10003020; 1044067, 1044068, 1044069; 1044067, 1044068, 1044069;default;grouped;base;soto;soto;soto;soto;soto;soto;shop/pottery & glassware/glassware;mica decorations;to be determined;black; 104406701.jpg; 104406701.jpg; 104406701.jpg
space_163_180_10003020; 1011080, 1011081; 1011080, 1011081;default;grouped;base;space;space;space;space;space;space;shop/pottery & glassware/glassware;mica decorations;bowl;transparent; 101108001.jpg; 101108001.jpg; 101108001.jpg
spat_170_10_12003100;947789;947789;default;grouped;base;spathiphyllum;spathiphyllum;spathiphyllum;spathiphyllum;spathiphyllum;spathiphyllum;shop/artificial flowers & plants/plants;mica decorations;spathiphyllum;white; 94778901.jpg; 94778901.jpg; 94778901.jpg
spbs_500_80_12003100;1021027;1021027;default;grouped;base;springeria bush;springeria bush;springeria bush;springeria bush;springeria bush;springeria bush;shop/artificial flowers & plants/plants;mica decorations;to be determined;green; 102102701.jpg; 102102701.jpg; 102102701.jpg
