sku;grouped_skus;ed_search;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
mira_151_122_10003000; 1052993, 1052994, 1052995, 1052996, 1052997, 1053035, 1053036, 1053037, 1053038, 1053039; 1052993, 1052994, 1052995, 1052996, 1052997, 1053035, 1053036, 1053037, 1053038, 1053039;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;pot;d.brown; 105299301.jpg; 105299301.jpg; 105299301.jpg
mira_151_123_10003000; 1053001, 1053002, 1053003, 1053004, 1053005, 1053040, 1053041, 1053042, 1053043, 1053044; 1053001, 1053002, 1053003, 1053004, 1053005, 1053040, 1053041, 1053042, 1053043, 1053044;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;pot;taupe; 105300101.jpg; 105300101.jpg; 105300101.jpg
mira_151_13_10003000; 1052977, 1052978, 1052979, 1052980, 1052981, 1053025, 1053026, 1053027, 1053028, 1053029; 1052977, 1052978, 1052979, 1052980, 1052981, 1053025, 1053026, 1053027, 1053028, 1053029;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;pot;off white; 105297701.jpg; 105297701.jpg; 105297701.jpg
mira_151_21_10003000; 1052985, 1052986, 1052987, 1052988, 1052989, 1053030, 1053031, 1053032, 1053033, 1053034; 1052985, 1052986, 1052987, 1052988, 1052989, 1053030, 1053031, 1053032, 1053033, 1053034;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;pot;l.grey; 105298501.jpg; 105298501.jpg; 105298501.jpg
mira_151_54_10003000; 1053017, 1053018, 1053019, 1053020, 1053021; 1053017, 1053018, 1053019, 1053020, 1053021;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;pot;terra; 105301701.jpg; 105301701.jpg; 105301701.jpg
mira_151_82_10003000; 1053009, 1053010, 1053011, 1053012, 1053013; 1053009, 1053010, 1053011, 1053012, 1053013;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;pot;d.green; 105300901.jpg; 105300901.jpg; 105300901.jpg
mira_163_122_10003000;1053000;1053000;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;bowl;d.brown; 105300001.jpg; 105300001.jpg; 105300001.jpg
mira_163_123_10003000;1053008;1053008;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;bowl;taupe; 105300801.jpg; 105300801.jpg; 105300801.jpg
mira_163_13_10003000;1052984;1052984;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;bowl;off white; 105298401.jpg; 105298401.jpg; 105298401.jpg
mira_163_21_10003000;1052992;1052992;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;bowl;l.grey; 105299201.jpg; 105299201.jpg; 105299201.jpg
mira_163_54_10003000;1053024;1053024;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;bowl;terra; 105302401.jpg; 105302401.jpg; 105302401.jpg
mira_163_82_10003000;1053016;1053016;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;bowl;d.green; 105301601.jpg; 105301601.jpg; 105301601.jpg
mira_180_122_10003000; 1052998, 1052999; 1052998, 1052999;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;vase;d.brown; 105299801.jpg; 105299801.jpg; 105299801.jpg
mira_180_123_10003000; 1053006, 1053007; 1053006, 1053007;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;vase;taupe; 105300601.jpg; 105300601.jpg; 105300601.jpg
mira_180_13_10003000; 1052982, 1052983; 1052982, 1052983;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;vase;off white; 105298201.jpg; 105298201.jpg; 105298201.jpg
mira_180_21_10003000; 1052990, 1052991; 1052990, 1052991;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;vase;l.grey; 105299001.jpg; 105299001.jpg; 105299001.jpg
mira_180_54_10003000; 1053022, 1053023; 1053022, 1053023;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;vase;terra; 105302201.jpg; 105302201.jpg; 105302201.jpg
mira_180_82_10003000; 1053014, 1053015; 1053014, 1053015;default;grouped;base;mira;mira;mira;mira;mira;mira;shop/pottery & glassware/indoor pottery;mica decorations;vase;d.green; 105301401.jpg; 105301401.jpg; 105301401.jpg
miro_151_21_10003010; 1027459, 1027460, 1027461; 1027459, 1027460, 1027461;default;grouped;base;miro;miro;miro;miro;miro;miro;shop/pottery & glassware/outdoor pottery;non branded;pot;l.grey; 102745901.jpg; 102745901.jpg; 102745901.jpg
miro_151_70_10003010; 1028290, 455904; 1028290, 455904;default;grouped;base;miro;miro;miro;miro;miro;miro;shop/pottery & glassware/outdoor pottery;mica decorations;pot;beige; 102829001.jpg; 102829001.jpg; 102829001.jpg
miro_151_70_10003010; 1028290, 455904; 1028290, 455904;default;grouped;base;miro;miro;miro;miro;miro;miro;shop/pottery & glassware/outdoor pottery;non branded;pot;beige; 102829001.jpg; 102829001.jpg; 102829001.jpg
misp_218_80_15003200; 385776, 385777, 385778; 385776, 385777, 385778;default;grouped;base;milton;milton;milton;milton;milton;milton;shop/artificial christmas trees & wreaths/artificial christmas trees;black box trees;christmas tree;green; 38577601.jpg; 38577601.jpg; 38577601.jpg
mixp_500_80_12003100;1044908;1044908;default;grouped;base;mixpallet;mixpallet;mixpallet;mixpallet;mixpallet;mixpallet;shop/artificial flowers & plants/plants;mica decorations;to be determined;green; 104490801.jpg; 104490801.jpg; 104490801.jpg
mnon_151_140_10003000; 117793, 117794, 117795, 117798; 117793, 117794, 117795, 117798;default;grouped;base;manon;manon;manon;manon;manon;manon;shop/pottery & glassware/indoor pottery;mica decorations;pot;silver; 11779301.jpg; 11779301.jpg; 11779301.jpg
moet_151_10_10003000; 1009422, 1009424, 1041649, 1041655; 1009422, 1009424, 1041649, 1041655;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;white; 100942201.jpg; 100942201.jpg; 100942201.jpg
moet_151_101_10003000;1027749;1027749;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;l.pink; 102774901.jpg; 102774901.jpg; 102774901.jpg
moet_151_123_10003000; 1009417, 1009418, 1009419, 1009420, 1041652, 1041658; 1009417, 1009418, 1009419, 1009420, 1041652, 1041658;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;taupe; 100941701.jpg; 100941701.jpg; 100941701.jpg
moet_151_20_10003000;1044670;1044670;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;grey; 104467001.jpg; 104467001.jpg; 104467001.jpg
moet_151_21_10003000; 1009427, 1009428, 1009429, 1041650, 1041656, 1051616, 1051618; 1009427, 1009428, 1009429, 1041650, 1041656, 1051616, 1051618;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;l.grey; 100942701.jpg; 100942701.jpg; 100942701.jpg
moet_151_22_10003000; 1009432, 1009433, 1009434, 1009435, 1041648, 1041654; 1009432, 1009433, 1009434, 1009435, 1041648, 1041654;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;d.grey; 100943201.jpg; 100943201.jpg; 100943201.jpg
moet_151_70_10003000; 1009412, 1009413, 1009414, 1041653, 1041659; 1009412, 1009413, 1009414, 1041653, 1041659;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;beige; 100941201.jpg; 100941201.jpg; 100941201.jpg
moet_151_80_10003000; 1027750, 1027751, 1027753, 1027754, 1041651, 1041657; 1027750, 1027751, 1027753, 1027754, 1041651, 1041657;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;green; 102775001.jpg; 102775001.jpg; 102775001.jpg
moet_151_90_10003000;1009410;1009410;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;pot;blue; 100941001.jpg; 100941001.jpg; 100941001.jpg
moet_163_10_10003000;1009426;1009426;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;bowl;white; 100942601.jpg; 100942601.jpg; 100942601.jpg
moet_163_123_10003000;1009421;1009421;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;bowl;taupe; 100942101.jpg; 100942101.jpg; 100942101.jpg
moet_163_22_10003000;1009436;1009436;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;bowl;d.grey; 100943601.jpg; 100943601.jpg; 100943601.jpg
moet_163_70_10003000;1009416;1009416;default;grouped;base;monet;monet;monet;monet;monet;monet;shop/pottery & glassware/indoor pottery;mica decorations;bowl;beige; 100941601.jpg; 100941601.jpg; 100941601.jpg
mon_129_80_12003100; 1026437, 1026802; 1026437, 1026802;default;grouped;base;monstera;monstera;monstera;monstera;monstera;monstera;shop/artificial flowers & plants/plants;mica decorations;monstera;green; 102643701.jpg; 102643701.jpg; 102643701.jpg
mon_500_80_12003100;1026801;1026801;default;grouped;base;monstera;monstera;monstera;monstera;monstera;monstera;shop/artificial flowers & plants/plants;mica decorations;to be determined;green; 102680101.jpg; 102680101.jpg; 102680101.jpg
monc_43_180_10003020; 146856, 146857; 146856, 146857;default;grouped;base;monaco;monaco;monaco;monaco;monaco;monaco;shop/pottery & glassware/glassware;mica decorations;deco glass;transparent; 14685601.jpg; 14685601.jpg; 14685601.jpg
monitola_500_70_11003050;1040027;1040027;default;grouped;base;monitola;monitola;monitola;monitola;monitola;monitola;shop/home accessories/small furniture;casa vivante;to be determined;beige; 104002701.jpg; 104002701.jpg; 104002701.jpg
mons_129_80_12003090; 1040441, 927023; 1040441, 927023;default;grouped;base;monstera leafs;monstera leafs;monstera leafs;monstera leafs;monstera leafs;monstera leafs;shop/artificial flowers & plants/flowers & bouquets;mica decorations;monstera;green; 104044101.jpg; 104044101.jpg; 104044101.jpg
montreal_513_14_11003040;1023527;1023527;default;grouped;base;montreal;montreal;montreal;montreal;montreal;montreal;shop/home accessories/lamps & lighting;mica decorations;table lamp;cream; 102352701.jpg; 102352701.jpg; 102352701.jpg
morn_519_10_12003100;1005430;1005430;default;grouped;base;morning glory;morning glory;morning glory;morning glory;morning glory;morning glory;shop/artificial flowers & plants/plants;mica decorations;others;white; 100543001.jpg; 100543001.jpg; 100543001.jpg
morn_519_103_12003100;1005431;1005431;default;grouped;base;morning glory;morning glory;morning glory;morning glory;morning glory;morning glory;shop/artificial flowers & plants/plants;mica decorations;others;fuchsia; 100543101.jpg; 100543101.jpg; 100543101.jpg
moro_163_140_10003000;307959;307959;default;grouped;base;moro;moro;moro;moro;moro;moro;shop/pottery & glassware/indoor pottery;mica decorations;bowl;silver; 30795901.jpg; 30795901.jpg; 30795901.jpg
moro_180_140_10003000;412158;412158;default;grouped;base;moro;moro;moro;moro;moro;moro;shop/pottery & glassware/indoor pottery;mica decorations;vase;silver; 41215801.jpg; 41215801.jpg; 41215801.jpg
morris_500_121_11003050;1029854;1029854;default;grouped;base;morris;morris;morris;morris;morris;morris;shop/home accessories/small furniture;casa vivante;to be determined;l.brown; 102985401.jpg; 102985401.jpg; 102985401.jpg
morris_500_121_11003080; 1029812, 1029851; 1029812, 1029851;default;grouped;base;morris;morris;morris;morris;morris;morris;shop/home accessories/home textiles;casa vivante;to be determined;l.brown; 102981201.jpg; 102981201.jpg; 102981201.jpg
morris_500_21_11003050;1029853;1029853;default;grouped;base;morris;morris;morris;morris;morris;morris;shop/home accessories/small furniture;casa vivante;to be determined;l.grey; 102985301.jpg; 102985301.jpg; 102985301.jpg
morris_500_21_11003080; 1029811, 1029850; 1029811, 1029850;default;grouped;base;morris;morris;morris;morris;morris;morris;shop/home accessories/home textiles;casa vivante;to be determined;l.grey; 102981101.jpg; 102981101.jpg; 102981101.jpg
mos_429_80_12003100;953667;953667;default;grouped;base;moss;moss;moss;moss;moss;moss;shop/artificial flowers & plants/plants;mica decorations;moss;green; 95366701.jpg; 95366701.jpg; 95366701.jpg
mos_500_80_12003100;1026767;1026767;default;grouped;base;moss;moss;moss;moss;moss;moss;shop/artificial flowers & plants/plants;mica decorations;to be determined;green; 102676701.jpg; 102676701.jpg; 102676701.jpg
mos_500_82_12003100;1026766;1026766;default;grouped;base;moss;moss;moss;moss;moss;moss;shop/artificial flowers & plants/plants;mica decorations;to be determined;d.green; 102676601.jpg; 102676601.jpg; 102676601.jpg
mount_513_70_11003040;1036876;1036876;default;grouped;base;mount;mount;mount;mount;mount;mount;shop/home accessories/lamps & lighting;mica decorations;table lamp;beige; 103687601.jpg; 103687601.jpg; 103687601.jpg
mras_500_132_11003030;1008707;1008707;default;grouped;base;madras;madras;madras;madras;madras;madras;shop/home accessories/room accents;casa vivante;to be determined;d.gold; 100870701.jpg; 100870701.jpg; 100870701.jpg
mrhe_500_130_11003030;136420;136420;default;grouped;base;myrthe;myrthe;myrthe;myrthe;myrthe;myrthe;shop/home accessories/room accents;mica decorations;to be determined;gold; 13642001.jpg; 13642001.jpg; 13642001.jpg
mrhe_500_140_11003030; 136412, 136413, 136414; 136412, 136413, 136414;default;grouped;base;myrthe;myrthe;myrthe;myrthe;myrthe;myrthe;shop/home accessories/room accents;mica decorations;to be determined;silver; 13641201.jpg; 13641201.jpg; 13641201.jpg
mund_500_10_13003130; 1002940-01; 1002940-01;default;grouped;base;mundo;mundo;mundo;mundo;mundo;mundo;shop/spring & outdoor decoration/spring summer accessories;house of seasons;to be determined;white; 1002940-0101.jpg; 1002940-0101.jpg; 1002940-0101.jpg
mura_485_130_11003040;1023498;1023498;default;grouped;base;mura;mura;mura;mura;mura;mura;shop/home accessories/lamps & lighting;mica decorations;lamp;gold; 102349801.jpg; 102349801.jpg; 102349801.jpg
mura_485_182_11003040;1023497;1023497;default;grouped;base;mura;mura;mura;mura;mura;mura;shop/home accessories/lamps & lighting;mica decorations;lamp;clear; 102349701.jpg; 102349701.jpg; 102349701.jpg
mura_485_30_11003040;1023499;1023499;default;grouped;base;mura;mura;mura;mura;mura;mura;shop/home accessories/lamps & lighting;mica decorations;lamp;black; 102349901.jpg; 102349901.jpg; 102349901.jpg
muro_151_30_10003000;1002856;1002856;default;grouped;base;muro;muro;muro;muro;muro;muro;shop/pottery & glassware/indoor pottery;casa vivante;pot;black; 100285601.jpg; 100285601.jpg; 100285601.jpg
myro_500_103_13003130;1003068;1003068;default;grouped;base;myron;myron;myron;myron;myron;myron;shop/spring & outdoor decoration/spring summer accessories;house of seasons;to be determined;fuchsia; 100306801.jpg; 100306801.jpg; 100306801.jpg
nanne_500_10_11003050; 1029688, 1029690; 1029688, 1029690;default;grouped;base;nanne;nanne;nanne;nanne;nanne;nanne;shop/home accessories/small furniture;casa vivante;to be determined;white; 102968801.jpg; 102968801.jpg; 102968801.jpg
nanne_500_120_11003030; 1029691, 1029693, 1034591, 1034592; 1029691, 1029693, 1034591, 1034592;default;grouped;base;nanne;nanne;nanne;nanne;nanne;nanne;shop/home accessories/room accents;casa vivante;to be determined;brown; 102969101.jpg; 102969101.jpg; 102969101.jpg
nanne_500_20_11003050; 1035052, 1035053, 1038957, 1038958; 1035052, 1035053, 1038957, 1038958;default;grouped;base;nanne;nanne;nanne;nanne;nanne;nanne;shop/home accessories/small furniture;casa vivante;to be determined;grey; 103505201.jpg; 103505201.jpg; 103505201.jpg
nanne_500_82_11003050; 1029687, 1029689; 1029687, 1029689;default;grouped;base;nanne;nanne;nanne;nanne;nanne;nanne;shop/home accessories/small furniture;casa vivante;to be determined;d.green; 102968701.jpg; 102968701.jpg; 102968701.jpg
napels_520_30_11003040;1023533;1023533;default;grouped;base;napels;napels;napels;napels;napels;napels;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;black; 102353301.jpg; 102353301.jpg; 102353301.jpg
napo_115_10_11003030;352289;352289;default;grouped;base;napoli;napoli;napoli;napoli;napoli;napoli;shop/home accessories/room accents;mica decorations;lantern;white; 35228901.jpg; 35228901.jpg; 35228901.jpg
natalie_500_132_11003030; 1008434, 1008438; 1008434, 1008438;default;grouped;base;natalie;natalie;natalie;natalie;natalie;natalie;shop/home accessories/room accents;casa vivante;to be determined;d.gold; 100843401.jpg; 100843401.jpg; 100843401.jpg
